category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,884,May,2019,501448555,ERF 215 of CITY DEEP EXT.19,T0IR0135019000002150000000,Non Residential,2,BRIDGE CLOSE,CITY DEEP,220044500,3002671275,98453319,KVA,1,158,29694,0
LPU-Demand  | LV,885,May,2019,501448555,ERF 215 of CITY DEEP EXT.19,T0IR0135019000002150000000,Non Residential,2,BRIDGE CLOSE,CITY DEEP,220044500,3002671275,98453319,KWH,2,141332,92784,0
LPU-Demand  | LV,886,May,2019,500159864,ERF 168 of CITY DEEP EXT.5,T0IR0135005000001680000000,Non Residential,13,HEIDELBERG ROAD,CITY DEEP,220044518,3003536854,63192342,KVA,1,70,13104,0
LPU-Demand  | LV,887,May,2019,500159864,ERF 168 of CITY DEEP EXT.5,T0IR0135005000001680000000,Non Residential,13,HEIDELBERG ROAD,CITY DEEP,220044518,3003536854,63192342,KWH,2,11372,7466,0
LPU-Demand  | LV,888,May,2019,503886339,ERF 6 of CITY WEST,T0IR0136000000000060000000,Non Residential,33,WESTERN BOULEVARD,CITY WEST,220044532,3002676580,63054848,KVA,1,127,23868,0
LPU-Demand  | LV,889,May,2019,503886339,ERF 6 of CITY WEST,T0IR0136000000000060000000,Non Residential,33,WESTERN BOULEVARD,CITY WEST,220044532,3002676580,63054848,KWH,2,75940,49855,0
LPU-Demand  | LV,890,May,2019,502203131,ERF 9 of CITY WEST,T0IR0136000000000090000000,Non Residential,52,WESTERN BOULEVARD,CITY WEST,220044540,3002674298,63034863,KVA,1,97,18177,0
LPU-Demand  | LV,891,May,2019,502203131,ERF 9 of CITY WEST,T0IR0136000000000090000000,Non Residential,52,WESTERN BOULEVARD,CITY WEST,220044540,3002674298,63034863,KWH,2,34256,22489,0
LPU-Demand  | LV,892,May,2019,502203170,ERF 14 of CITY WEST,T0IR0136000000000140000000,Non Residential,20,WESTERN BOULEVARD,CITY WEST,220044589,3002674318,63020752,KWH,2,37372,24536,0
LPU-Demand  | LV,893,May,2019,502203170,ERF 14 of CITY WEST,T0IR0136000000000140000000,Non Residential,20,WESTERN BOULEVARD,CITY WEST,220044589,3002674318,63020752,KVA,1,80,15016,0
LPU-Demand  | LV,894,May,2019,502278458,ERF 1291 of JOHANNESBURG,T0IQ0183000000012910000000,Non Residential,264,LILLIAN NGOYI STREET,JOHANNESBURG,220044973,3002652884,63036320.,KVA,1,70,13104,0
LPU-Demand  | LV,895,May,2019,502278458,ERF 1291 of JOHANNESBURG,T0IQ0183000000012910000000,Non Residential,264,LILLIAN NGOYI STREET,JOHANNESBURG,220044973,3002652884,63036320.,KWH,2,26222,17215,0
LPU-Demand  | LV,896,May,2019,553358983,Portion 204 of ERF 53 of BRAAMFONTEIN 53-IR,T0IR0000053000000530020400,Non Residential,,,JOHANNESBURG,220045906,3002675461,63054684,KWH,2,63778,41870,0
LPU-Demand  | LV,897,May,2019,553358983,Portion 204 of ERF 53 of BRAAMFONTEIN 53-IR,T0IR0000053000000530020400,Non Residential,,,JOHANNESBURG,220045906,3002675461,63054684,KVA,1,205,38488,0
LPU-Demand  | LV,898,May,2019,501397212,Portion 10 of ERF 16 of BRAAMFONTEIN WERF,T0IR0093000000000160001000,Non Residential,7,OWL STREET,BRAAMFONTEIN WERF,220046057,3002672720,98370407,KVA,1,70,13104,0
LPU-Demand  | LV,899,May,2019,501397212,Portion 10 of ERF 16 of BRAAMFONTEIN WERF,T0IR0093000000000160001000,Non Residential,7,OWL STREET,BRAAMFONTEIN WERF,220046057,3002672720,98370407,KWH,2,14648,9617,0
LPU-Demand  | LV,900,May,2019,501397221,REM of ERF 17 of BRAAMFONTEIN WERF,T0IR00930000000001700000RE,Non Residential,2,FROST AVENUE,BRAAMFONTEIN WERF,220046089,3002672738,63192926,KWH,2,27702,18186,0
LPU-Demand  | LV,901,May,2019,501397221,REM of ERF 17 of BRAAMFONTEIN WERF,T0IR00930000000001700000RE,Non Residential,2,FROST AVENUE,BRAAMFONTEIN WERF,220046089,3002672738,63192926,KVA,1,116,21895,0
LPU-Demand  | LV,902,May,2019,501397237,Portion 1 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000100,Non Residential,27,CANARY STREET,BRAAMFONTEIN WERF,220046096,3002672743,80395743,KVA,1,262,49193,0
LPU-Demand  | LV,903,May,2019,501397237,Portion 1 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000100,Non Residential,27,CANARY STREET,BRAAMFONTEIN WERF,220046096,3002672743,80395743,KWH,2,107594,70636,0
LPU-Demand  | LV,904,May,2019,504991544,Portion 3 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000300,Non Residential,37,STANLEY AVENUE,BRAAMFONTEIN WERF,220046113,3002672753,80395466,KWH,2,173782,114088,0
LPU-Demand  | LV,905,May,2019,504991544,Portion 3 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000300,Non Residential,37,STANLEY AVENUE,BRAAMFONTEIN WERF,220046113,3002672753,80395466,KVA,1,328,61402,0
LPU-Demand  | LV,906,May,2019,504991544,Portion 3 of ERF 51 of BRAAMFONTEIN WERF,T0IR0093000000000510000300,Non Residential,37,STANLEY AVENUE,BRAAMFONTEIN WERF,220046113,3002672753,80395466,KRH,3,10528,2067,0
LPU-Demand  | LV,907,May,2019,504489729,ERF 79 of CITY DEEP,T0IR0135000000000790000000,Non Residential,4,TONY STREET,CITY DEEP,220046177,3002672806,93935275,KVA,1,210,39312,0
LPU-Demand  | LV,908,May,2019,504489729,ERF 79 of CITY DEEP,T0IR0135000000000790000000,Non Residential,4,TONY STREET,CITY DEEP,220046177,3002672806,93935275,KRH,3,103636,20344,0
LPU-Demand  | LV,909,May,2019,504489729,ERF 79 of CITY DEEP,T0IR0135000000000790000000,Non Residential,4,TONY STREET,CITY DEEP,220046177,3002672806,93935275,KWH,2,189662,124514,0
LPU-Demand  | LV,910,May,2019,501397364,ERF 91 of CITY DEEP EXT.4,T0IR0135004000000910000000,Non Residential,13,ENDEAN STREET,CITY DEEP,220046258,3002650648,63021815,KVA,1,80,15026,0
LPU-Demand  | LV,911,May,2019,501397364,ERF 91 of CITY DEEP EXT.4,T0IR0135004000000910000000,Non Residential,13,ENDEAN STREET,CITY DEEP,220046258,3002650648,63021815,KWH,2,31228,20501,0
LPU-Demand  | LV,912,May,2019,501397364,ERF 91 of CITY DEEP EXT.4,T0IR0135004000000910000000,Non Residential,13,ENDEAN STREET,CITY DEEP,220046258,3002650648,63021815,KRH,3,11820,2320,0
TOU | MV,913,May,2019,505372307,ERF 126 of CITY DEEP EXT.5,T0IR0135005000001260000000,Non Residential,19,FORTUNE STREET,CITY DEEP,220046353,3002676647,80395750,KWH,2,1087368,552553,0
TOU | MV,914,May,2019,505372307,ERF 126 of CITY DEEP EXT.5,T0IR0135005000001260000000,Non Residential,19,FORTUNE STREET,CITY DEEP,220046353,3002676647,80395750,KVA,1,948,165965,0
LPU-Demand  | LV,915,May,2019,505372321,ERF 128 of CITY DEEP EXT.5,T0IR0135005000001280000000,Non Residential,7,HOUER SOUTH ROAD,CITY DEEP,220046360,3002676648,93708258,KVA,1,135,25372,0
LPU-Demand  | LV,916,May,2019,505372321,ERF 128 of CITY DEEP EXT.5,T0IR0135005000001280000000,Non Residential,7,HOUER SOUTH ROAD,CITY DEEP,220046360,3002676648,93708258,KRH,3,394,77,0
LPU-Demand  | LV,917,May,2019,505372321,ERF 128 of CITY DEEP EXT.5,T0IR0135005000001280000000,Non Residential,7,HOUER SOUTH ROAD,CITY DEEP,220046360,3002676648,93708258,KWH,2,29848,19595,0
LPU-Demand  | LV,918,May,2019,501450723,ERF 1472 of JOHANNESBURG,T0IQ0183000000014720000000,Non Residential,7,TWIST STREET,JOHANNESBURG,220046579,3002668227,96948209,KWH,2,122806,80622,0
LPU-Demand  | LV,919,May,2019,501450723,ERF 1472 of JOHANNESBURG,T0IQ0183000000014720000000,Non Residential,7,TWIST STREET,JOHANNESBURG,220046579,3002668227,96948209,KVA,1,272,50918,0
LPU-Demand  | LV,920,May,2019,501404526,ERF 1483 of JOHANNESBURG,T0IQ0183000000014830000000,Non Residential,4,KLEIN STREET,JOHANNESBURG,220046593,3002668238,207701171,KRH,3,12454,2445,0
LPU-Demand  | LV,921,May,2019,501404526,ERF 1483 of JOHANNESBURG,T0IQ0183000000014830000000,Non Residential,4,KLEIN STREET,JOHANNESBURG,220046593,3002668238,207701171,KVA,1,128,24097,0
LPU-Demand  | LV,922,May,2019,501404526,ERF 1483 of JOHANNESBURG,T0IQ0183000000014830000000,Non Residential,4,KLEIN STREET,JOHANNESBURG,220046593,3002668238,207701171,KWH,2,116586,76539,0
LPU-Demand  | LV,923,May,2019,501465222,ERF 1646 of JOHANNESBURG,T0IQ0183000000016460000000,Non Residential,13,WANDERERS STREET,JOHANNESBURG,220046699,3002671914,80395582,KWH,2,151922,99737,0
LPU-Demand  | LV,924,May,2019,501465222,ERF 1646 of JOHANNESBURG,T0IQ0183000000016460000000,Non Residential,13,WANDERERS STREET,JOHANNESBURG,220046699,3002671914,80395582,KRH,3,7529,1478,0
LPU-Demand  | LV,925,May,2019,501465222,ERF 1646 of JOHANNESBURG,T0IQ0183000000016460000000,Non Residential,13,WANDERERS STREET,JOHANNESBURG,220046699,3002671914,80395582,KVA,1,221,41497,0
LPU-Demand  | LV,926,May,2019,501435891,ERF 1812 of JOHANNESBURG,T0IQ0183000000018120000000,Non Residential,30,SOPHIE DE BRUYN STREET,JOHANNESBURG,220046829,3002671990,63030023,KRH,3,27614,5421,0
LPU-Demand  | LV,927,May,2019,501435891,ERF 1812 of JOHANNESBURG,T0IQ0183000000018120000000,Non Residential,30,SOPHIE DE BRUYN STREET,JOHANNESBURG,220046829,3002671990,63030023,KVA,1,193,36204,0
LPU-Demand  | LV,928,May,2019,501435891,ERF 1812 of JOHANNESBURG,T0IQ0183000000018120000000,Non Residential,30,SOPHIE DE BRUYN STREET,JOHANNESBURG,220046829,3002671990,63030023,KWH,2,137206,90076,0
LPU-Demand  | LV,929,May,2019,501404702,ERF 1876 of JOHANNESBURG,T0IQ0183000000018760000000,Non Residential,10,CITY HALL STREET,JOHANNESBURG,220046868,3002672013,63024821,KVA,1,70,13104,0
LPU-Demand  | LV,930,May,2019,501404702,ERF 1876 of JOHANNESBURG,T0IQ0183000000018760000000,Non Residential,10,CITY HALL STREET,JOHANNESBURG,220046868,3002672013,63024821,KWH,2,24020,15769,0
LPU-Demand  | LV,931,May,2019,501404702,ERF 1876 of JOHANNESBURG,T0IQ0183000000018760000000,Non Residential,10,CITY HALL STREET,JOHANNESBURG,220046868,3002672013,63024821,KRH,3,1352,265,0
LPU-Demand  | LV,932,May,2019,501462165,Portion 1 of ERF 4372 of JOHANNESBURG,T0IQ0183000000043720000100,Non Residential,106,RISSIK STREET,JOHANNESBURG,220046875,3002672022,93936404,KWH,2,4220,2771,0
LPU-Demand  | LV,933,May,2019,501462165,Portion 1 of ERF 4372 of JOHANNESBURG,T0IQ0183000000043720000100,Non Residential,106,RISSIK STREET,JOHANNESBURG,220046875,3002672022,93936404,KVA,1,70,13104,0
LPU-Demand  | LV,934,May,2019,501432097,ERF 4503 of JOHANNESBURG,T0IQ0183000000045030000000,Non Residential,71,DE VILLIERS STREET,JOHANNESBURG,220046882,3003343487,98370253@,KVA,1,85,16024,0
LPU-Demand  | LV,935,May,2019,501432097,ERF 4503 of JOHANNESBURG,T0IQ0183000000045030000000,Non Residential,71,DE VILLIERS STREET,JOHANNESBURG,220046882,3003343487,98370253@,KWH,2,53468,35102,0
LPU-Demand  | LV,936,May,2019,501432097,ERF 4503 of JOHANNESBURG,T0IQ0183000000045030000000,Non Residential,71,DE VILLIERS STREET,JOHANNESBURG,220046882,3003343487,98370253@,KRH,3,5098,1001,0
LPU-Demand  | MV,937,May,2019,501415937,Portion 762 of ERF 92 of DOORNFONTEIN 92-IR,T0IR0000092000000920076200,Non Residential,,,ELANDSFONTEIN 107-IR,220047318,3002676740,96879857,KVA,1,500,87485,0
LPU-Demand  | MV,938,May,2019,501415937,Portion 762 of ERF 92 of DOORNFONTEIN 92-IR,T0IR0000092000000920076200,Non Residential,,,ELANDSFONTEIN 107-IR,220047318,3002676740,96879857,KWH,2,1650,1015,0
LPU-Demand  | LV,939,May,2019,500319130,ERF 5488 of ENNERDALE EXT.9,T0IQ0104009000054880000000,PSI,16,TOWN ROAD,ENNERDALE,220047501,3002670791,207701134,KVA,1,70,13104,0
LPU-Demand  | LV,940,May,2019,500319130,ERF 5488 of ENNERDALE EXT.9,T0IQ0104009000054880000000,PSI,16,TOWN ROAD,ENNERDALE,220047501,3002670791,207701134,KWH,2,36596,24025,0
LPU-Demand  | LV,941,May,2019,500436483,REM of ERF 158 of MID-ENNERDALE,T0IQ02520000000015800000RE,Non Residential,128,SIXTH AVENUE,MID-ENNERDALE,220047526,3002670807,207742526,KVA,1,135,25332,0
LPU-Demand  | LV,942,May,2019,500436483,REM of ERF 158 of MID-ENNERDALE,T0IQ02520000000015800000RE,Non Residential,128,SIXTH AVENUE,MID-ENNERDALE,220047526,3002670807,207742526,KRH,3,330,65,0
LPU-Demand  | LV,943,May,2019,500436483,REM of ERF 158 of MID-ENNERDALE,T0IQ02520000000015800000RE,Non Residential,128,SIXTH AVENUE,MID-ENNERDALE,220047526,3002670807,207742526,KWH,2,19812,13007,0
LPU-Demand  | LV,944,May,2019,206658403,ERF 111 of BIRDHAVEN,T0IR0070000000001110000000,Non Residential,72,ST ANDREW STREET,BIRDHAVEN,220047572,3002670841,63031716,KWH,2,27888,18308,0
LPU-Demand  | LV,945,May,2019,206658403,ERF 111 of BIRDHAVEN,T0IR0070000000001110000000,Non Residential,72,ST ANDREW STREET,BIRDHAVEN,220047572,3002670841,63031716,KRH,3,686,135,0
LPU-Demand  | LV,946,May,2019,206658403,ERF 111 of BIRDHAVEN,T0IR0070000000001110000000,Non Residential,72,ST ANDREW STREET,BIRDHAVEN,220047572,3002670841,63031716,KVA,1,80,15088,0
LPU-Demand  | LV,947,May,2019,206758493,ERF 120 of DUNKELD WEST,T0IR0194000000001200000000,Non Residential,16,NORTH ROAD,Dunkeld West,220047974,3002651797,96948393,KWH,2,18970,12454,0
LPU-Demand  | LV,948,May,2019,206758493,ERF 120 of DUNKELD WEST,T0IR0194000000001200000000,Non Residential,16,NORTH ROAD,Dunkeld West,220047974,3002651797,96948393,KVA,1,70,13104,0
LPU-Demand  | LV,949,May,2019,205134340,ERF 121 of DUNKELD WEST,T0IR0194000000001210000000,Non Residential,13,BOMPAS ROAD,Dunkeld West,220047981,3002676813,63035837,KVA,1,909,170165,0
LPU-Demand  | LV,950,May,2019,205134340,ERF 121 of DUNKELD WEST,T0IR0194000000001210000000,Non Residential,13,BOMPAS ROAD,Dunkeld West,220047981,3002676813,63035837,KWH,2,631402,414515,0
LPU-Demand  | LV,951,May,2019,205136027,ERF 221 of FAIRMOUNT EXT.2,T0IR0239002000002210000000,Non Residential,67,LIVINGSTONE STREET,FAIRMOUNT,220048061,3002651838,207742598,KVA,1,85,16054,0
LPU-Demand  | LV,952,May,2019,205136027,ERF 221 of FAIRMOUNT EXT.2,T0IR0239002000002210000000,Non Residential,67,LIVINGSTONE STREET,FAIRMOUNT,220048061,3002651838,207742598,KWH,2,38740,25433,0
LPU-Demand  | LV,953,May,2019,205136027,ERF 221 of FAIRMOUNT EXT.2,T0IR0239002000002210000000,Non Residential,67,LIVINGSTONE STREET,FAIRMOUNT,220048061,3002651838,207742598,KRH,3,3216,631,0
LPU-Demand  | LV,954,May,2019,551129762,ERF 209 of GLENHAZEL,T0IR0276000000002090000000,Registered Parcel,13,PARK CRESCENT,GLENHAZEL,220048368,3002668924,98453632,KVA,1,70,13104,0
LPU-Demand  | LV,955,May,2019,551129762,ERF 209 of GLENHAZEL,T0IR0276000000002090000000,Registered Parcel,13,PARK CRESCENT,GLENHAZEL,220048368,3002668924,98453632,KWH,2,10036,6589,0
LPU-Demand  | LV,956,May,2019,205248958,ERF 215 of GLENHAZEL,T0IR0276000000002150000000,Non Residential,4,QUEEN SQUARE,GLENHAZEL,220048382,3002668937,63034818,KVA,1,112,20966,0
LPU-Demand  | LV,957,May,2019,205248958,ERF 215 of GLENHAZEL,T0IR0276000000002150000000,Non Residential,4,QUEEN SQUARE,GLENHAZEL,220048382,3002668937,63034818,KWH,2,59158,38837,0
LPU-Demand  | LV,958,May,2019,206725240,ERF 367 of GLENHAZEL EXT.2,T0IR0276002000003670000000,Non Residential,53,RIDGE ROAD,GLENHAZEL,220048431,3002675522,98368433,KVA,1,126,23673,0
LPU-Demand  | LV,959,May,2019,206725240,ERF 367 of GLENHAZEL EXT.2,T0IR0276002000003670000000,Non Residential,53,RIDGE ROAD,GLENHAZEL,220048431,3002675522,98368433,KRH,3,2362,464,0
LPU-Demand  | LV,960,May,2019,206725240,ERF 367 of GLENHAZEL EXT.2,T0IR0276002000003670000000,Non Residential,53,RIDGE ROAD,GLENHAZEL,220048431,3002675522,98368433,KWH,2,81934,53790,0
LPU-Demand  | LV,961,May,2019,205155196,ERF 1932 of HIGHLANDS NORTH EXT.3,T0IR0308003000019320000000,Registered Parcel,109,ATHOL STREET,HIGHLANDS NORTH,220048583,3002669023,207701244,KVA,1,136,25471,0
LPU-Demand  | LV,962,May,2019,205155196,ERF 1932 of HIGHLANDS NORTH EXT.3,T0IR0308003000019320000000,Registered Parcel,109,ATHOL STREET,HIGHLANDS NORTH,220048583,3002669023,207701244,KWH,2,107648,70671,0
LPU-Demand  | LV,963,May,2019,207182798,ERF 2048 of HIGHLANDS NORTH EXT.6,T0IR0308006000020480000000,Non Residential,60,BERKSWELL ROAD,HIGHLANDS NORTH,220048640,3002676841,83834681,KRH,3,50965,10004,0
LPU-Demand  | LV,964,May,2019,207182798,ERF 2048 of HIGHLANDS NORTH EXT.6,T0IR0308006000020480000000,Non Residential,60,BERKSWELL ROAD,HIGHLANDS NORTH,220048640,3002676841,83834681,KVA,1,724,135533,0
LPU-Demand  | LV,965,May,2019,207182798,ERF 2048 of HIGHLANDS NORTH EXT.6,T0IR0308006000020480000000,Non Residential,60,BERKSWELL ROAD,HIGHLANDS NORTH,220048640,3002676841,83834681,KWH,2,467892,307171,0
LPU-Demand  | LV,966,May,2019,205155654,ERF 80 of HOUGHTON ESTATE,T0IR0316000000000800000000,Non Residential,20,ST DAVID ROAD,HOUGHTON ESTATE,220048664,3002669054,63020609,KVA,1,100,18720,0
LPU-Demand  | LV,967,May,2019,205155654,ERF 80 of HOUGHTON ESTATE,T0IR0316000000000800000000,Non Residential,20,ST DAVID ROAD,HOUGHTON ESTATE,220048664,3002669054,63020609,KWH,2,23190,15224,0
LPU-Demand  | LV,968,May,2019,205393855,ERF 82 of HOUGHTON ESTATE,T0IR0316000000000820000000,Non Residential,33,ST ANDREW ROAD,HOUGHTON ESTATE,220048671,3002669059,98370771,KVA,1,106,19843,0
LPU-Demand  | LV,969,May,2019,205393855,ERF 82 of HOUGHTON ESTATE,T0IR0316000000000820000000,Non Residential,33,ST ANDREW ROAD,HOUGHTON ESTATE,220048671,3002669059,98370771,KRH,3,8398,1649,0
LPU-Demand  | LV,970,May,2019,205393855,ERF 82 of HOUGHTON ESTATE,T0IR0316000000000820000000,Non Residential,33,ST ANDREW ROAD,HOUGHTON ESTATE,220048671,3002669059,98370771,KWH,2,58234,38231,0
LPU-Demand  | LV,971,May,2019,205077741,ERF 1132 of HOUGHTON ESTATE,T0IR0316000000011320000000,Non Residential,13,WEST STREET,HOUGHTON ESTATE,220048760,3002669086,80395149,KVA,1,382,71510,0
LPU-Demand  | LV,972,May,2019,205077741,ERF 1132 of HOUGHTON ESTATE,T0IR0316000000011320000000,Non Residential,13,WEST STREET,HOUGHTON ESTATE,220048760,3002669086,80395149,KWH,2,220522,144773,0
LPU-Demand  | LV,973,May,2019,205099590,REM of ERF 1639 of HOUGHTON ESTATE,T0IR03160000000163900000RE,Non Residential,41,CENTRAL STREET,HOUGHTON ESTATE,220048992,3002672362,93708048,KWH,2,14182,9310,0
LPU-Demand  | LV,974,May,2019,205099590,REM of ERF 1639 of HOUGHTON ESTATE,T0IR03160000000163900000RE,Non Residential,41,CENTRAL STREET,HOUGHTON ESTATE,220048992,3002672362,93708048,KVA,1,70,13104,0
LPU-Demand  | LV,975,May,2019,205119455,ERF 1804 of HOUGHTON ESTATE,T0IR0316000000018040000000,Non Residential,93,CENTRAL STREET,HOUGHTON ESTATE,220049072,3002672395,85749970,KVA,1,130,24345,0
LPU-Demand  | LV,976,May,2019,205119455,ERF 1804 of HOUGHTON ESTATE,T0IR0316000000018040000000,Non Residential,93,CENTRAL STREET,HOUGHTON ESTATE,220049072,3002672395,85749970,KRH,3,422,83,0
LPU-Demand  | LV,977,May,2019,205119455,ERF 1804 of HOUGHTON ESTATE,T0IR0316000000018040000000,Non Residential,93,CENTRAL STREET,HOUGHTON ESTATE,220049072,3002672395,85749970,KWH,2,70012,45963,0
LPU-Demand  | LV,978,May,2019,205279346,ERF 1805 of HOUGHTON ESTATE,T0IR0316000000018050000000,Non Residential,91,CENTRAL STREET,HOUGHTON ESTATE,220049080,3002672402,93708067,KWH,2,13976,9175,0
LPU-Demand  | LV,979,May,2019,205279346,ERF 1805 of HOUGHTON ESTATE,T0IR0316000000018050000000,Non Residential,91,CENTRAL STREET,HOUGHTON ESTATE,220049080,3002672402,93708067,KVA,1,70,13104,0
LPU-Demand  | LV,980,May,2019,205279346,ERF 1805 of HOUGHTON ESTATE,T0IR0316000000018050000000,Non Residential,91,CENTRAL STREET,HOUGHTON ESTATE,220049080,3002672402,93708067,KRH,3,239,47,0
LPU-Demand  | LV,981,May,2019,205380508,ERF 1884 of HOUGHTON ESTATE,T0IR0316000000018840000000,Non Residential,97,CENTRAL STREET,HOUGHTON ESTATE,220049153,3002653137,85750050,KWH,2,50424,33103,0
LPU-Demand  | LV,982,May,2019,205380508,ERF 1884 of HOUGHTON ESTATE,T0IR0316000000018840000000,Non Residential,97,CENTRAL STREET,HOUGHTON ESTATE,220049153,3002653137,85750050,KVA,1,95,17871,0
LPU-Demand  | LV,983,May,2019,206915192,ERF 68 of ILLOVO,T0IR0326000000000680000000,Non Residential,10,HARRIES ROAD,ILLOVO,220049516,3002653247,85749899,KWH,2,53240,34952,0
LPU-Demand  | LV,984,May,2019,206915192,ERF 68 of ILLOVO,T0IR0326000000000680000000,Non Residential,10,HARRIES ROAD,ILLOVO,220049516,3002653247,85749899,KVA,1,82,15366,0
LPU-Demand  | LV,985,May,2019,206918919,ERF 101 of ILLOVO,T0IR0326000000001010000000,Non Residential,265,OXFORD ROAD,ILLOVO,220049594,3002653271,63031693,KWH,2,57120,37499,0
LPU-Demand  | LV,986,May,2019,206918919,ERF 101 of ILLOVO,T0IR0326000000001010000000,Non Residential,265,OXFORD ROAD,ILLOVO,220049594,3002653271,63031693,KVA,1,140,26353,0
LPU-Demand  | LV,987,May,2019,207180254,REM of ERF 104 of ILLOVO,T0IR03260000000010400000RE,Non Residential,3,RIVONIA ROAD,Unknown,220049611,3003536857,93708213,KRH,3,3223,633,0
LPU-Demand  | LV,988,May,2019,207180254,REM of ERF 104 of ILLOVO,T0IR03260000000010400000RE,Non Residential,3,RIVONIA ROAD,Unknown,220049611,3003536857,93708213,KWH,2,112202,73661,0
LPU-Demand  | LV,989,May,2019,207180254,REM of ERF 104 of ILLOVO,T0IR03260000000010400000RE,Non Residential,3,RIVONIA ROAD,Unknown,220049611,3003536857,93708213,KVA,1,70,13104,0
LPU-Demand  | LV,990,May,2019,205378837,ERF 468 of ILLOVO,T0IR0326000000004680000000,Non Residential,3,CORLETT DRIVE,ILLOVO,220049700,3002670094,85750021,KVA,1,70,13104,0
LPU-Demand  | LV,991,May,2019,205378837,ERF 468 of ILLOVO,T0IR0326000000004680000000,Non Residential,3,CORLETT DRIVE,ILLOVO,220049700,3002670094,85750021,KRH,3,2612,513,0
LPU-Demand  | LV,992,May,2019,205378837,ERF 468 of ILLOVO,T0IR0326000000004680000000,Non Residential,3,CORLETT DRIVE,ILLOVO,220049700,3002670094,85750021,KWH,2,51394,33740,0
LPU-Demand  | LV,993,May,2019,205167762,ERF 348 of ILLOVO EXT.3,T0IR0326003000003480000000,Non Residential,1,OTTO STREET,ILLOVO,220049731,3002670099,98368144,KWH,2,46264,30372,0
LPU-Demand  | LV,994,May,2019,205167762,ERF 348 of ILLOVO EXT.3,T0IR0326003000003480000000,Non Residential,1,OTTO STREET,ILLOVO,220049731,3002670099,98368144,KVA,1,127,23819,0
LPU-Demand  | LV,995,May,2019,205172642,Portion 1 of ERF 56 of LOMBARDY WEST,T0IR0403000000000560000100,PSI,28,GRENVILLE ROAD,LOMBARDY WEST,220049820,3002670107,207701520,KWH,2,1054,692,0
LPU-Demand  | LV,996,May,2019,205172642,Portion 1 of ERF 56 of LOMBARDY WEST,T0IR0403000000000560000100,PSI,28,GRENVILLE ROAD,LOMBARDY WEST,220049820,3002670107,207701520,KVA,1,70,13104,0
LPU-Demand  | LV,997,May,2019,205333378,ERF 10 of MELROSE,T0IR0431000000000100000000,Registered Parcel,142,OXFORD ROAD,MELROSE,220049883,3002670113,63031672,KRH,3,979,192,0
